pressao_atm_max,pressao_atm_min,chuva_mm,temp_ar_max,temp_ar_min,umid_relat_max,umid_relat_min,rad_solar_total,temp_max,temp_min,temp_ar_media,umid_relat_media,vento_veloc,rad_solar_media,et0
620.2503,599.7375,0,32.408,29.279,66.777,53.224,3112.898,23.37186,21.20756,30.60468,60.13178,2.262499,8.646938,0.098393
620.1557,599.6734,0,31.42,29.34,63.4,55.332,2064.927,22.31874,21.14999,30.43175,59.3539,1.885139,5.735909,0.083711
620.2045,599.7497,0,33.855,31.35,57.494,47.404,3398.175,22.63573,20.96055,32.95502,51.13717,1.324445,9.439374,0.079327
619.9451,599.7924,0,35.513,33.046,52.537,43.814,2823.154,22.73053,20.74462,33.97925,47.71491,1.159305,7.842094,0.075257
620.4487,599.7497,0,34.704,31.439,56.519,46.644,2434.583,22.51957,20.64842,33.29477,50.66692,2.568819,6.76273,0.138895
620.2991,599.9207,0,34.794,30.119,66.388,46.011,1962.804,23.31306,20.98789,32.35561,54.93777,2.055,5.452233,0.102583
620.3419,599.8871,0,32.976,29.84,63.204,53.582,1589.189,22.68341,21.18727,31.04099,57.1424,2.24757,4.414415,0.10246
620.5464,599.8962,0,30.84,29.68,62.908,57.224,1608.757,22.17174,20.93177,30.19508,59.51705,1.806667,4.46877,0.079157
620.1679,599.7497,0,30.048,28.169,66.992,58.132,1470.142,21.60709,20.72015,29.25336,61.50262,0.946458,4.083727,0.035419
620.4701,599.7375,0,28.178,27.858,67,64.433,1493.568,21.46042,20.64973,27.97263,65.52554,0.759722,4.148799,0.026176
620.5616,599.765,0,27.938,27.399,73.086,65.101,1521.834,22.17744,20.77971,27.6874,69.44861,1.664931,4.227317,0.041511
620.3144,599.7802,0,27.399,26.738,79.086,73.054,1566.78,22.83833,22.14706,27.04719,76.27807,1.407083,4.352166,0.028572
620.3755,599.765,0,26.758,26.418,80.926,79.088,1590.499,22.99671,22.83647,26.58998,80.20849,1.672153,4.418054,0.02676
620.2747,599.7192,0,26.437,26.128,82.984,80.89,1551.555,23.06877,22.85277,26.27227,82.03047,1.105,4.309875,0.018286
600.8883,599.7497,0,26.177,25.956,84.96,82.869,1524.479,23.29304,23.04199,26.05578,84.02966,0.733472,4.234664,0.012268
620.3267,599.9268,0,26.096,25.988,85.002,84.718,1486.864,23.36753,23.27365,26.04202,84.83756,0.419653,4.130178,0.007957
620.3022,599.7009,0,26.058,25.736,86.598,84.746,1451.3,23.38212,23.25167,25.86166,85.79874,0.675903,4.031389,0.01038
620.2686,599.7527,27.43199,25.766,22.058,97.535,85.296,1517.865,23.42046,21.27567,23.62336,91.83589,1.432431,4.216292,0.01002
620.0825,599.7497,0.254,22.678,22.168,98.636,97.418,1516.018,22.45762,21.77719,22.39871,98.12514,0.000972,4.211162,0.002011
600.5677,600.0671,0,22.93,22.669,99.132,98.47,1412.978,22.79994,22.44444,22.83265,98.79855,0,3.92494,0.001898
600.5494,599.7527,0,23.872,22.86,99.785,99.102,1449.431,23.85362,22.75848,23.10365,99.41728,0,4.026196,0.003493
600.3816,599.8138,0,25.306,23.884,99.662,96.294,1822.142,24.8915,23.74023,24.36486,98.5275,0.015833,5.061507,0.004314
618.9316,599.7222,0,27.399,24.896,97.152,83.054,2648.852,25.35665,23.90994,26.4953,89.21239,0.636389,7.357921,0.012962
618.837,599.7955,0,29.84,26.957,83.976,70.164,2784.849,24.50803,23.14388,28.0889,77.92799,1.066806,7.735692,0.030443
618.8828,599.7955,0,31.298,28.88,73.777,60.384,3192.245,24.28801,22.25414,30.03,67.70316,1.277708,8.867347,0.050642
619.6642,599.7772,0,32.718,29.939,67.785,56.18,3225.333,24.12802,22.08664,31.11004,62.40736,1.539166,8.95926,0.068582
619.3926,599.8565,0,33.876,30.701,63.419,46.664,2604.667,23.56478,20.64627,32.01092,55.93612,1.016181,7.235186,0.055583
619.9969,599.8871,0,34.525,33.017,51.779,42.985,2936.115,22.35713,19.46641,33.73,46.89448,1.472916,8.155876,0.093763
620.0732,599.826,0,35.054,33.567,47.333,41.08,2358.012,21.42681,18.96792,34.32692,43.64876,1.345833,6.550034,0.091204
620.2198,599.7253,0,35.783,34.056,47.438,39.155,2384.908,22.27305,19.41317,35.03353,42.46,1.332292,6.624743,0.093192
620.1404,599.7497,0,35.253,33.806,48.432,41.166,1703.392,21.6701,19.92521,34.37128,45.02313,1.48875,4.731643,0.096
620.3267,599.8351,0,33.947,31.99,51.947,47.481,1511.033,21.579,20.40633,32.53453,50.40994,1.675973,4.197315,0.093467
620.293,599.7375,0,32,30.06,60.375,51.085,1466.963,21.57326,20.52947,31.07135,55.527,1.638472,4.074897,0.064269
620.403,599.8107,0,30.07,28.84,63.006,59.984,1508.574,21.66203,20.87956,29.38504,61.89759,2.048611,4.190484,0.061957
620.0732,599.7527,0,28.859,27.829,70.316,62.64,1556.361,22.07882,21.0344,28.43979,66.30401,1.727639,4.323225,0.047777
620.1526,599.7955,0,27.848,27.058,76.646,69.664,1608.573,22.62696,21.74211,27.42979,72.80463,1.759375,4.468257,0.038337
620.2717,599.7222,0,27.078,26.636,80.468,76.707,1624.649,23.09301,22.64192,26.84423,78.78407,1.100764,4.512914,0.021596
620.1893,599.7192,0,26.678,25.666,87.73,80.449,1597.942,23.57406,23.00048,26.26843,83.54065,0.391458,4.438728,0.00824
620.058,599.765,7.112002,25.817,24.173,95.83,86.744,1553.589,23.69668,22.95412,25.11427,90.65592,0.511945,4.315526,0.006263
619.9573,599.7436,2.286,24.163,23.03,97.732,95.496,1543.999,23.53177,22.55762,23.34581,96.67283,0.5125,4.288885,0.003313
619.5726,599.765,1.016,23.212,22.428,98.492,97.508,1540.66,22.91767,22.15238,22.76824,98.0219,1.092153,4.279612,0.00322
619.2003,599.7344,0.762,22.47,21.807,98.748,97.834,1572.464,22.20671,21.51934,22.00381,98.3693,0.413472,4.367955,0.002439
600.812,600.2839,0.254,22.268,21.726,98.867,98.334,1497.232,22.06219,21.50045,22.06508,98.52817,0.044097,4.158977,0.00202
600.7143,600.1129,4.572,21.716,21.266,99.16,98.344,1404.684,21.50378,21.07632,21.45559,98.87821,0.033611,3.901901,0.001887
600.8242,600.2991,3.556,21.968,21.546,99.621,99.008,1415.862,21.90808,21.41617,21.7533,99.33199,0,3.93295,0.003392
600.8333,600.2625,2.794,22.068,21.766,99.976,99.453,1439.475,22.068,21.69332,21.9263,99.74097,0,3.998542,0.003442
600.7296,600.2198,2.54,22.158,21.716,99.998,99.531,1500.925,22.158,21.68322,21.90376,99.87037,0.008333,4.169236,0.003562
600.6746,600.2869,1.27,22.77,22.088,99.998,99.012,1581.21,22.72882,22.06319,22.49051,99.56206,0,4.392249,0.003743
600.7967,600.2015,0,24.786,22.57,99.25,89.957,2330.705,23.41626,22.38926,23.53656,96.0024,0,6.474181,0.005326
616.7125,599.8687,0,26.628,24.564,90.136,81.554,2618.817,23.7998,22.65847,25.86872,84.91408,0,7.274491,0.006116
616.7186,599.7466,0,28.92,26.448,83.042,73,2934.63,24.40867,22.63477,27.44476,78.82018,0.012917,8.151749,0.007209
617.9823,599.8138,0,28.72,27.298,77.949,72.693,1982.256,23.68443,22.32526,27.92206,74.19678,0.018056,5.506267,0.005422
600.7387,600.1954,0,27.54,26.318,84.861,78.121,1852.629,23.98535,23.29258,26.6987,83.59722,0.630347,5.146193,0.014971
600.7997,600.2381,0,26.718,26.077,85.462,83.304,1913.629,23.8537,23.24596,26.32679,84.54984,1.425487,5.315636,0.025728
600.9677,599.9939,0,26.568,26.077,85.119,82.386,1815.911,23.78119,22.86562,26.30282,83.68198,0.849167,5.044198,0.018159
600.9158,599.9573,0,26.177,25.044,85.75,82.824,1453.909,23.12043,22.45584,25.58815,84.48674,0.144653,4.038635,0.005943
600.9341,599.9573,0,25.094,24.314,87.605,85.64,1367.287,22.56486,22.10159,24.69962,86.3149,0.635556,3.798019,0.009336
600.8425,599.9817,0,24.334,24.042,89.406,87.572,1369.03,22.28292,22.12852,24.20887,88.52906,0.285,3.802861,0.004869
600.8699,599.9695,0,24.182,23.972,89.32,87.66,1356.078,22.27956,21.82704,24.10352,88.62885,0.157847,3.766883,0.003562
600.7997,599.8962,0,24.414,23.984,87.781,84.314,1374.755,21.89938,21.44487,24.15489,86.2284,0.538125,3.818763,0.008293
600.9341,600.116,0,24.424,24.124,85.453,82.021,1356.529,21.73375,21.07444,24.29752,83.73513,0.011042,3.768136,0.002084
600.8547,600.1313,0,24.414,24.144,84.453,83.176,1348.003,21.51786,21.2171,24.25636,83.86829,0.044792,3.744452,0.002602
600.815,599.9939,0,24.324,23.964,86.449,84.271,1345.58,21.73653,21.44594,24.17072,85.37016,0.025278,3.737722,0.002247
600.6929,600.2411,0,24.042,23.762,87.978,85.822,1341.416,21.7503,21.41966,23.91956,86.46141,0.05375,3.726154,0.002575
600.9249,600.3999,0,23.752,23.02,91.441,87.955,1329.324,21.76265,21.42378,23.34993,89.9216,0,3.692568,0.001841
600.9219,599.8412,0,23.161,22.93,93.852,91.462,1344.893,22.12864,21.55091,23.03622,93.05225,0,3.735814,0.001843
600.3358,599.7985,0,23.302,23.1,95.268,93.794,1353.359,22.5038,22.10285,23.16203,94.47939,0,3.75933,0.00185
600.0854,599.8412,0,23.322,22.659,97.406,95.111,1356.496,22.59726,22.23947,23.09471,96.20511,0,3.768045,0.001846
600.8975,599.7955,0,23.652,22.529,97.648,91.4,1477.029,22.30603,22.0218,22.98492,95.00982,0.061528,4.102859,0.003862
618.0189,599.826,0,24.353,23.602,91.486,90.226,1683.259,22.77642,22.04062,23.98676,90.71675,0.385278,4.675718,0.007487
618.0311,599.8871,0,24.724,23.812,92.474,89.193,1717.061,22.9764,22.29332,24.26813,90.64069,0.952986,4.769614,0.01245
618.2875,599.7497,0,26.318,23.782,90.82,81.086,2337.378,23.20065,21.95758,24.79568,86.76543,1.232361,6.492716,0.020632
618.2357,599.765,0.254,27.97,25.204,88.798,75.271,2722.087,23.9064,22.37357,26.6069,80.7529,1.719652,7.561352,0.037718
600.986,599.7955,0.254,26.498,24.453,92.714,83.556,2624.509,24.91896,22.70549,25.26925,88.28104,2.022084,7.290301,0.027234
618.8217,599.8107,0,27.919,26.136,91.062,74.91,3249.58,25.09434,22.42104,26.82739,81.51475,1.978056,9.02661,0.041678
619.3254,599.7009,0,29.82,26.918,78.808,68.148,3572.8,24.49218,22.30228,28.34858,73.42432,1.969653,9.924443,0.059157
619.8596,599.8474,0,30.49,28.75,70.714,60.296,3014.732,23.43587,21.63315,29.6024,65.70231,1.597847,8.374254,0.063078
619.8657,599.9054,0,31.34,29.189,65.226,57.812,2417.495,23.41701,21.57346,30.36546,61.33166,1.264445,6.715263,0.057469
620.3236,599.7497,0,30.978,29.388,63.392,58.332,1696.368,22.50957,21.29349,30.16411,60.82487,0.994722,4.712134,0.045911
620.1649,599.8107,0,30.18,28.13,67.018,60.324,1421.882,21.95052,21.23225,28.94209,64.22011,1.388333,3.949671,0.054515
620.1435,599.7497,0,28.188,27.136,70.203,66.184,1348.095,21.52753,21.18482,27.60517,68.51461,0.580625,3.744709,0.019199
600.9432,599.8718,0,27.158,26.378,75.344,70.023,1390.107,21.71375,21.21419,26.76207,72.95,0.447083,3.861409,0.013478
619.9664,599.7344,0,26.398,25.736,80.434,75.218,1434.703,22.14803,21.45243,26.0373,76.62553,0.411389,3.985286,0.01106
620.2015,599.7466,0,25.736,23.972,89.781,80.46,1507.615,22.50296,22.13603,24.79595,86.2799,1.265625,4.18782,0.015097
620.1771,599.7955,0,23.984,23.331,90.928,88.934,1549.33,22.23519,21.76769,23.62243,89.71676,1.133334,4.303695,0.010633
620.1038,599.7497,0,23.35,23.08,92.502,90.922,1531.609,21.88587,21.73635,23.17205,91.89335,0.41625,4.254469,0.004881
619.9969,599.7955,0,23.292,23.132,93.468,92.474,1487.268,22.16489,21.87049,23.20079,93.00602,0.029792,4.131301,0.002197
600.9127,599.7497,0,23.212,23.06,94.126,93.367,1440.393,22.2021,22.00989,23.13301,93.88764,0.017986,4.001092,0.002049
600.8944,599.8107,0,23.26,23.07,94.924,93.966,1432.681,22.3067,22.17162,23.16327,94.46935,0.025903,3.97967,0.002068
600.1496,599.7497,0,23.161,22.97,95.818,94.832,1384.193,22.32976,22.21911,23.05602,95.25584,0,3.84498,0.00188
600.8975,599.7497,0,22.99,22.57,97.123,95.781,1345.412,22.32237,22.08861,22.81639,96.42018,0,3.737257,0.00183
600.0702,599.7344,0,22.65,22.238,98.35,97.027,1326.574,22.2421,21.97546,22.47599,97.70529,0,3.684929,0.0018
600.8944,599.7344,0,22.75,22.158,99.066,98.348,1379.85,22.58601,21.93526,22.28985,98.79392,0,3.832916,0.003337
619.2338,599.7955,0,24.915,22.699,98.8,85.758,1746.698,22.93581,22.21193,23.52093,94.60625,0.270347,4.851938,0.005507
619.1636,599.8016,0,26.796,24.684,86.121,74.762,2492.683,22.50104,21.51177,25.80237,79.86733,1.805971,6.924119,0.039607
619.5177,599.7222,0,28.84,25.976,78.619,64.726,2900.961,23.08472,20.99457,27.55654,71.32246,1.633193,8.058225,0.052555
619.8199,599.8046,0,30.74,28.298,67.31,54.554,3432.261,22.07866,20.28969,29.46518,60.98802,1.935417,9.534058,0.083667
620.0214,599.71,0,31.08,29.798,59.716,53.142,2980.845,21.50439,19.88173,30.50047,55.49282,2.011945,8.280126,0.098454
619.8993,599.6856,0,32.258,30.138,59.025,48.387,2857.778,21.57689,19.23092,31.3307,52.20003,1.431042,7.938271,0.079774
619.8413,599.9023,0,32.927,30.83,54.088,46.439,2744.811,21.27102,19.38915,31.87726,49.83319,1.236041,7.624475,0.074026
620.1069,599.7985,0,33.448,31.728,52.154,44.753,2066.609,21.31528,19.63888,32.3828,48.51733,1.174236,5.740581,0.071656
600.9646,599.768,0,33.517,31.509,50.9,45.371,1649.112,20.69761,19.40897,32.05489,48.78542,0.619375,4.580866,0.039998
620.1069,599.9176,0,31.928,29.109,62.779,47.392,1513.216,21.50756,19.22728,30.34054,56.44056,2.075208,4.203379,0.095787
620.1923,599.8718,0,29.978,28.47,64.738,59.479,1514.904,21.80587,21.06237,29.39891,62.21859,2.473124,4.208068,0.095318
620.1771,599.7344,0,28.548,27.478,67.113,61.582,1396.463,21.20269,20.29739,27.90608,64.85545,1.705834,3.879064,0.048504
620.2289,599.7375,0,27.7,26.758,73.199,65.822,1455.641,21.5895,20.72969,27.36017,68.34071,2.29736,4.043447,0.052578
600.9829,599.8871,0,26.768,25.746,76.476,73.14,1514.469,21.8856,21.24474,26.20107,75.55331,1.560556,4.206859,0.030822
619.9176,599.8412,0,26.058,25.056,85.058,76.314,1578.758,22.49551,21.51415,25.69935,79.94976,2.503958,4.385438,0.033892
620.0916,599.8046,0,25.036,24.314,86.539,79.936,1624.619,22.42489,20.77268,24.48904,83.79605,1.974375,4.512829,0.023197
619.652,599.7344,0,24.703,24.424,80.283,77.875,1504.344,20.91614,20.55926,24.56563,78.96282,1.761946,4.178734,0.027624
619.8566,599.7497,0,24.564,24.253,82.174,78.976,1424.186,21.05506,20.66049,24.37097,80.5948,0.133958,3.956072,0.004497
600.9127,599.7924,0,24.263,24.003,84.236,82.14,1382.675,21.2406,21.02459,24.15128,83.13707,0.009931,3.840765,0.002102
600.0732,599.7833,0,24.042,23.652,87.46,84.176,1353.482,21.72234,21.15694,23.90405,85.65546,0,3.759673,0.001891
600.0702,599.826,0,23.912,23.692,88.119,87.458,1345.778,21.76367,21.51193,23.77443,87.82764,0,3.738272,0.001872
620.1282,599.8565,0,24.234,23.903,90.994,87.488,1337.269,22.54741,21.72868,24.10346,88.77171,0.005069,3.714637,0.001918
600.0702,599.7619,0,24.102,23.762,92.964,91.021,1338.648,22.64386,22.52766,23.913,92.17042,0.002986,3.718466,0.001872
600.8486,599.765,0,24.154,23.702,93.197,90.672,1387.151,22.6249,22.49319,23.84883,92.3863,0.018333,3.853196,0.003563
619.71,599.8596,0,25.436,24.124,90.736,83.84,1632.322,22.79988,22.47092,24.75621,87.85131,0.037153,4.534227,0.004438
619.8962,599.8565,0,27.178,25.436,83.992,77.121,2066,23.03696,22.40079,26.1097,81.23637,0.416042,5.73889,0.012883
619.765,599.8718,0,29.279,26.857,77.548,66.178,2906.201,23.15264,22.08181,28.1558,72.07198,1.035833,8.072781,0.03637
619.5055,599.6856,0,30.6,28.29,69.336,61.298,2549.941,22.92154,21.69197,29.26208,65.79203,1.189167,7.08317,0.04831
619.6398,599.7344,0,32.488,29.791,65.65,54.953,2979.363,23.23416,21.62885,30.799,60.51233,1.023124,8.276009,0.050582
620.1771,599.8107,0,33.308,31.08,59.389,52.064,2830.479,23.28926,21.23409,31.64916,56.55461,1.127847,7.862442,0.060072
619.5788,599.7497,0,33.706,31.65,55.422,49.334,2687.99,23.24561,20.5812,32.50577,52.091,1.549861,7.46664,0.086821
619.5208,599.8016,0,33.996,32.296,52.825,46.676,2419.548,22.03659,20.4166,33.18082,49.17674,1.167709,6.720967,0.072061
600.986,599.9176,0,34.105,32.06,51.811,44.863,1872.016,21.97221,20.05801,33.23843,47.65936,1.28493,5.200044,0.079357
600.9219,599.9512,0,33.955,32.688,47.652,44.436,1762.807,20.86547,19.70835,33.28395,46.08399,1.367499,4.896686,0.086074
600.9249,599.8168,0,33.546,31.858,49.103,45.55,1486.286,20.42109,19.21572,32.37297,47.51623,1.074097,4.128572,0.066224
620.0183,599.7344,0,31.938,27.388,70.285,47.375,1418.68,21.63956,19.33244,28.15965,66.18541,0.772361,3.940777,0.026066
620.1801,599.826,19.04999,27.528,22.79,96.386,68.052,1496.405,22.90442,20.99983,24.81766,85.70924,1.078125,4.15668,0.014078
600.9371,599.9573,0,23.622,22.96,96.386,94.486,1627.209,22.89479,22.33302,23.39747,95.41774,0.425764,4.520026,0.003695
600.7173,600.2595,0,23.612,23.1,96.586,95.619,1499.856,23.02542,22.48347,23.34679,96.24132,0.034514,4.166267,0.002122
600.7509,599.9359,0,23.331,23.01,97.836,95.949,1441.024,22.94626,22.39283,23.17812,97.08151,0,4.002844,0.00194
600.7692,599.826,0,23.511,23.08,97.838,97.168,1419.32,23.11302,22.69127,23.33062,97.50294,0,3.942556,0.001916
600.6196,599.7344,0,23.692,23.392,98.586,97.554,1405.243,23.37327,23.00302,23.51142,98.05511,0,3.903453,0.0019
600.6166,600.3358,0,23.772,23.35,98.652,98.154,1381.844,23.54588,23.08834,23.55167,98.33879,0,3.838454,0.001873
600.6196,600.2564,0,24.064,23.642,98.796,98.363,1375.452,23.87729,23.38817,23.84915,98.5603,0,3.820699,0.001868
600.7906,600.3969,0,24.124,23.893,99.168,98.488,1371.218,24.00228,23.71611,24.02098,98.93242,0,3.80894,0.001863
600.7509,599.7497,0,24.214,23.762,99.186,97.886,1384.571,23.98558,23.56405,24.03007,98.48702,0.000972,3.846031,0.001881
600.1038,599.7344,0,24.375,24.154,98.027,97.031,1444.855,23.97707,23.68328,24.27588,97.44469,0.000764,4.013487,0.001957
600.9493,599.71,0,24.182,23.903,97.16,96.531,1522.206,23.71657,23.37938,23.9964,96.97369,0.058264,4.22835,0.003841
600.9677,599.8229,0,24.915,23.932,96.586,91.172,1995.868,23.92025,23.18641,24.49012,94.00005,0.527778,5.544077,0.00767
618.2143,599.7466,0,25.796,24.716,91.189,85.82,2147.779,23.59997,23.02926,25.21654,89.05799,1.518472,5.966053,0.020363
618.3456,599.7222,0,27.258,25.746,86.686,77.228,2307.285,23.47124,22.78047,26.4582,81.98908,1.363055,6.409124,0.029147
600.9341,599.7955,0,28.4,26.998,78.144,70.162,2386.632,23.19323,21.91028,27.60918,74.00166,1.248125,6.629534,0.038119
619.0049,599.9298,0,29.9,28.298,70.582,63.975,2489.249,23.06565,21.90782,28.74241,68.14288,1.668263,6.91458,0.059168
619.5543,599.7039,0,30.978,29.06,67.447,57.451,2306.761,22.85806,21.3511,30.09074,62.95049,1.505834,6.407669,0.063487
600.9493,599.826,0,32.748,30.75,61.082,49.483,2316.957,22.93763,19.94051,31.6602,54.52364,1.45125,6.43599,0.076373
619.8779,599.826,0,34.255,31.31,55.738,45.666,2113.777,22.90767,19.24754,32.64691,50.462,1.437638,5.871604,0.082927
619.7985,599.8718,0,34.335,32.539,48.333,42.589,1784.927,20.76408,19.02307,33.1452,45.7978,1.389792,4.95813,0.087625
619.9695,599.9084,0,33.078,32.508,49.574,41.828,1581.515,20.95192,18.16871,32.78215,47.17145,0.940625,4.393096,0.059773
620.2473,599.7985,0,34.025,32.238,44.354,41.482,1530.208,20.12205,17.61236,33.03465,42.53856,0.771806,4.250577,0.054361
620.1893,599.7924,0,32.258,30.56,48.219,41.529,1376.647,18.39511,17.5251,31.41379,44.76575,1.49257,3.82402,0.074672
600.0885,599.7375,0,30.541,28.478,58.221,48.112,1412.201,19.7072,18.28494,29.38907,53.12849,0.089028,3.92278,0.00669
620.1832,599.7131,0,29.439,28.079,68.777,53.746,1421.973,21.83039,18.67468,28.78198,59.55465,0.968472,3.949925,0.03737
620.2045,599.9451,0,28.089,26.777,75.562,68.744,1473.428,22.12405,21.70347,27.3666,72.0443,1.410208,4.092856,0.03363
620.2534,599.7497,0,26.777,25.756,82.617,75.535,1506.179,22.62172,22.09277,26.27575,78.92625,0.281528,4.18383,0.007858
600.7204,600.0183,0,25.788,25.255,86.004,82.638,1471.091,22.91582,22.57857,25.55941,84.49653,0,4.086363,0.00205
600.699,599.9207,0,25.336,24.915,88.472,86.062,1437.688,23.0225,22.77344,25.12985,87.28749,0,3.993579,0.001995
600.5464,600.0641,0,24.966,24.375,91.699,88.531,1407.814,23.11297,22.76855,24.56281,90.62404,0,3.910594,0.001941
600.5342,599.9634,0,24.404,24.194,92.498,91.668,1417.268,23.07974,22.88724,24.30364,92.18518,0,3.936855,0.001943
600.3999,600.0031,0,24.243,23.944,93.314,92.406,1424.64,22.95702,22.76623,24.06217,92.87766,0.026736,3.957333,0.002125
600.8792,599.9817,0,24.073,23.622,93.5,92.686,1436.968,22.85867,22.49829,23.83734,93.05367,0.013681,3.991578,0.002046
600.7296,599.9481,0,23.682,23.361,94.262,93.439,1388.896,22.63538,22.38862,23.54471,93.83357,0.007569,3.858044,0.00194
600.5647,599.7924,0,23.632,23.07,95.359,94.17,1450.64,22.74353,22.25125,23.25928,94.89833,0,4.029555,0.003527
620.1313,599.7558,0,26.218,23.572,94.436,82.996,1884.157,23.31056,22.62535,24.92166,88.89907,0.043681,5.233771,0.004993
620.1984,599.8748,0,28.028,26.238,82.8,71.41,2394.591,23.20926,21.83531,27.27242,75.22913,0.968541,6.651642,0.029876
620.2015,599.6612,0,29.99,27.458,72.59,61.423,2871.028,22.70731,21.39712,28.79796,66.80183,1.410486,7.975079,0.054327
620.0092,599.7344,0,31.31,28.978,65.542,56.63,2705.375,22.69418,20.85562,30.05532,60.75517,1.406667,7.514929,0.063988
619.7741,599.7955,0,32.588,30.138,59.839,50.984,2855.176,22.61771,20.25859,31.16955,55.59394,1.253542,7.931044,0.066502
620.232,599.7039,0,33.448,31.119,55.021,46.72,2603.203,22.21277,19.81093,32.25222,50.62134,1.152708,7.231118,0.068831
620.2473,599.8962,0,34.765,31.509,52.484,42.327,2599.361,22.05332,18.61024,33.09421,46.99172,1.138611,7.220448,0.073607
620.2167,599.8199,0,35.103,32.418,45.634,37.876,2792.393,20.49089,17.91263,33.97992,41.81471,1.305972,7.756646,0.092038
619.9603,599.8168,0,34.945,33.107,45.124,39.38,1789.067,20.31347,18.22427,33.75824,41.71365,1.27375,4.969632,0.087729
620.2564,599.765,0,34.704,33.017,43.052,38.721,1635.361,19.45474,17.74252,33.63025,40.87297,0.755,4.542671,0.055445
619.823,599.9023,0,33.117,31.928,44.029,40.852,1454.629,18.67445,17.67967,32.52926,42.50621,0.270972,4.040636,0.022044
600.8853,599.7222,0,31.928,30.1,50.87,42.882,1445.352,19.08809,17.67755,31.09395,46.31581,0.011806,4.014868,0.003004
620.2381,599.7955,0,30.59,28.439,61.314,48.625,1427.559,20.66349,18.33739,29.54361,56.89559,1.860903,3.965441,0.065665
620.1526,599.7344,0,28.458,27.358,64.218,60.958,1482.86,20.27499,19.8868,27.88345,62.46365,1.692708,4.119056,0.051481
620.2076,599.7955,0,27.388,26.128,71.008,63.843,1517.451,20.59247,19.90222,26.74687,67.63508,1.173334,4.215142,0.033397
620.0427,599.8748,0,26.136,25.486,73.938,70.84,1456.365,20.59717,20.37086,25.82157,72.38971,0,4.045458,0.002089
620.1313,599.765,0,25.656,25.246,76.488,73.762,1462.684,21.00288,20.50763,25.47164,75.17519,0.462292,4.063011,0.012593
620.1649,599.7894,0,25.596,25.175,84.102,76.488,1504.041,22.35255,20.99831,25.44796,79.8697,0.588334,4.177892,0.012602
620.2625,599.71,0,25.346,24.954,87.617,84.102,1528.808,22.84351,22.31577,25.14485,86.36539,0.642847,4.246689,0.009631
600.8944,599.7344,0,24.946,24.604,90.044,87.546,1555.896,22.94263,22.71321,24.83038,88.78781,0.463333,4.321932,0.006687
619.8107,599.7497,0,24.604,23.762,92.558,90.042,1430.925,22.92447,22.48872,24.15886,91.4017,0,3.974791,0.001961
600.4792,599.7344,0,23.903,23.652,94.773,92.546,1381.206,22.95682,22.45475,23.79659,93.61903,0,3.836684,0.001891
600.4945,599.7344,0,23.972,23.592,96.082,94.246,1391.237,23.13967,22.82891,23.78631,95.18385,0,3.864546,0.001897
600.9982,599.8199,0,24.273,23.452,96.908,95.75,1450.33,23.63743,22.88004,23.76909,96.33779,0,4.028694,0.003528
620.0916,599.7253,0,26.918,24.253,95.982,83.916,2048.171,24.76502,23.30306,25.64196,90.85032,0.31757,5.689364,0.007743
620.1282,599.8107,0,27.829,26.128,84.328,75.398,1997.113,23.54859,22.7092,27.07692,78.93525,1.018959,5.547535,0.026306
619.9817,599.8107,0,30.18,27.268,77.871,65.783,2426.819,23.55109,22.50094,28.41053,72.32024,1.486319,6.741163,0.04706
620.1923,599.6856,0,31.17,29.451,67.136,61.031,2454.043,23.76085,21.98288,30.16831,64.26974,1.673541,6.816787,0.067495
622.9731,599.7619,0,32.738,29.68,64.695,54.257,2273.014,23.54533,21.52888,30.90673,60.17281,1.470348,6.313928,0.067352
620.1282,599.7375,0,33.706,30.951,59.257,49.414,2384.992,23.00373,20.92511,32.0307,54.91909,1.299931,6.624977,0.069453
619.7985,599.8138,0,34.972,32,54.664,45.136,2536.672,22.96859,20.64149,33.14053,50.54712,1.493125,7.04631,0.087139
620.3267,599.7405,0,35.841,33.397,50.582,42.566,2633.539,22.51444,20.39074,34.31533,46.65277,1.240416,7.315386,0.081234
620.3206,599.7497,0,33.706,31.888,57.42,46.771,1637.169,22.76694,20.33332,32.5882,51.44824,1.632986,4.547692,0.089841
619.8596,599.7314,29.46399,32.457,24.263,94.451,51.887,1364.487,23.52017,21.01818,27.49817,76.44397,1.045347,3.790241,0.028402
619.8718,599.8168,3.302,24.806,23.893,95.468,93.546,1583.178,24.01075,22.91075,24.36159,94.69363,0.085486,4.397716,0.004265
619.3926,599.9451,0.762,24.434,23.592,96.338,94.808,1615.061,23.63026,22.91356,23.97425,95.6965,0.069444,4.486279,0.002412
600.9585,599.9176,0.254,23.922,23.612,96.162,94.992,1588.263,23.23759,22.90077,23.7879,95.61926,0.003264,4.411841,0.002133
618.9194,599.9146,6.350001,24.112,23.331,97.586,94.859,1593.285,23.38093,22.8867,23.77586,96.23988,0,4.425792,0.002124
618.5043,599.768,0.254,23.532,23.151,97.804,96.878,1568.641,23.1491,22.67074,23.37077,97.39548,0.001528,4.357337,0.002089
600.931,599.8718,3.809999,23.331,22.84,97.488,96.195,1505.241,22.85399,22.32733,23.02882,97.01843,0,4.181226,0.002011
600.9036,599.8596,0.762,23.441,22.94,96.636,94.115,1530.714,22.86839,22.19586,23.2275,95.58044,0,4.251983,0.002047
