data_hora,record,pressao_atm_max,pressao_atm_min,chuva_mm,temp_ar_max,temp_ar_min,umid_relat_max,umid_relat_min,rad_solar_total,temp_max,temp_min,temp_ar_media,umid_relat_media,vento_veloc,rad_solar_media,et0
'2016-07-25 08:00:00',21552,600.9554,599.7802,0,26628,24182,64484,54016,3516016,17.27466,16.37643,25.27658,59.56426,0.7509031,9.766711,0.03791502
'2016-07-25 09:00:00',21553,620.0183,599.7497,0,28329,26128,55.05,43929,4140812,16.8012,14.76334,27.29714,49.39592,1.516667,11.50226,0.08483244
'2016-07-25 10:00:00',21554,619.8046,599.8412,0,29.59,28159,46012,41425,4709409,15.94932,14.65332,28.74573,43.42974,2.03368,13.08169,0.1240113
'2016-07-25 11:00:00',21555,620.0427,599.7131,0,30939,28638,44773,38382,5175997,16.48418,14.59801,29.93858,41.18614,2.009931,14.37777,0.131112
'2016-07-25 12:00:00',21556,620.0427,599.71,0,32.09,30.33,41585,35.15,5475458,16.78472,14.40442,31.21211,38.35976,2.053124,15.20961,0.1431431
'2016-07-25 13:00:00',21557,620.3969,599.7131,0,33378,30.9,40.39,31718,5530025,15.93754,14.2475,32.25962,35.15139,2.388403,15.36118,0.1732728
'2016-07-25 14:00:00',21558,620.0214,599765,0,34146,31909,35261,30205,5319447,15.46321,13.84751,33.20633,32.3465,2.077916,14.77624,0.1626727
'2016-07-25 15:00:00',21559,620.0671,599.9329,0,34466,32837,34658,28.16,4888894,15.31269,12.61647,33.71519,30.60061,2.082362,13.58026,0.1673673
'2016-07-25 16:00:00',21560,606.3065,599.9176,0,34835,33337,32.35,28476,4284077,15.22771,13.37246,34.11877,29.73677,1.714861,11.90021,0.1431988
'2016-07-25 17:00:00',21561,620.0244,599.9023,0,34724,33218,30698,27382,3549308,14.37542,12.92558,33.9551,29.11385,1.455625,9.85919,0.1235471
'2016-07-25 18:00:00',21562,620.1343,599829,0,33698,31.1,32.96,28378,2796152,14.09558,12.49614,32.63373,30.3768,0.845556,7.767088,0.0731053
'2016-07-25 19:00:00',21563,620.0855,599.9176,0,31201,28.92,36812,31936,2521612,13.13069,12.09064,30.08075,33.87755,0.09270836,7.004477,0.01038455
'2016-07-25 20:00:00',21564,600.6685,599.7344,0,29.24,28701,38326,35666,2568404,13.15094,12.3855,28.90784,37.16427,0.1284028,7.134456,0.0122512
'2016-07-25 21:00:00',21565,619.8657,599.7527,0,28.9,27008,57342,37375,2594802,17.87798,12.91013,27.63665,42.1614,0.2629167,7.207783,0.01894571
'2016-07-25 22:00:00',21566,620.4121,599826,0,26998,25416,72918,57589,2607861,20.28432,17.93695,25.99427,67.14046,0.6426391,7.244058,0.02220556
'2016-07-25 23:00:00',21567,619.9512,599826,0,25447,24604,78.18,72886,2618904,20.6234,20.20701,25.00346,75.52035,0.5765279,7.274732,0.01571023
'2016-07-26 00:00:00',21568,600.8975,599.7375,0,24594,23742,82934,78178,2627976,20.88119,20.51808,24.14724,80.80783,155,7.299933,0.006150989
'2016-07-26 01:00:00',21569,600.8761,599.7772,0,23852,23171,86338,82705,2626251,20.99356,20.54099,23.53772,84.41786,0,7.295142,0.003337284
'2016-07-26 02:00:00',21570,600.0824,599.7497,0,23191,22.56,89369,86.09,2618477,20.98215,20.51231,22.89305,87.91064,0,7.273548,0.003293363
'2016-07-26 03:00:00',21571,600.8058,599.7558,0,22699,21376,90875,89086,2624798,20.97055,19.83339,22.35762,89.87512,0.002361111,7.291104,0.003295816
'2016-07-26 04:00:00',21572,600.0702,599.7375,0,21406,19.94,95441,90953,2604256,19.95328,19.08999,20.60811,93.51928,0,7.234044,0.003173299
'2016-07-26 05:00:00',21573,620.2869,599.7955,0,20562,19448,96.68,88816,2625241,19.3406,18.59991,19.78283,95215,0.06569444,7.292337,0.003381727
'2016-07-26 06:00:00',21574,620.3206,599.7344,0,21556,20412,88758,78617,2652.76,18.57962,17.4999,21.13736,81.83794,0,7.368779,0.003284961
'2016-07-26 07:00:00',21575,600.3022,599.8871,0,22088,20582,84531,81.18,2796917,18.86345,17.62943,21.14316,82.95783,0.01083333,7.769213,0.006362898
'2016-07-26 08:00:00',21576,620.2808,599.7955,0,24925,22088,81558,73684,3509978,20.40639,18.79663,23.51192,78.28656,0.07076389,9.749939,0.009355019
'2016-07-26 09:00:00',21577,619.9207,599.8871,0,27128,24876,74316,46808,4158713,20.26687,14.70993,25.9209,55.90161,1.135208,11.55198,0.05815877
'2016-07-26 10:00:00',21578,600.9036,599.6856,0,28.76,26568,50136,41052,4739787,15.66192,14.00783,27.68626,45.23863,1.834097,13.16608,0.1084717
'2016-07-26 11:00:00',21579,620.0641,599826,0,29.99,27.56,45.09,36115,5200959,15.1975,13.13221,28.91911,40.28864,1.890903,14.44711,0.1241682
'2016-07-26 12:00:00',21580,619.9237,599.7497,0,31708,28609,40.16,29262,5476.01,14.75042,11.1282,30.44875,34.76662,2.159444,15.21114,0.1551316
'2016-07-26 13:00:00',21581,620.0427,599.7527,0,32699,30708,33888,28306,5530749,13.46476,11.37785,31.59246,30.57765,1.944097,15.36319,0.1538321
'2016-07-26 14:00:00',21582,619.9634,599.9023,0,34156,31.18,33144,26.2,5300102,14.18822,11.07432,32.46964,29.01956,1.64882,14.72251,0.1383547
'2016-07-26 15:00:00',21583,620.1099,599.8871,0,34037,32408,30242,25439,4849966,13.97953,11.06363,33.33398,27.36705,1.623819,13.47213,0.1404729
'2016-07-26 16:00:00',21584,620.1099,599.8718,0,35093,32628,30638,24486,4237625,13.64877,10.61672,33.7608,26.2003,1.319097,11.77118,0.1189407
'2016-07-26 17:00:00',21585,620.0947,599.7863,0,33986,33007,27788,23577,3500772,12.76677,9.957081,33.58523,25.10674,1.522292,9.724366,0.1344285
'2016-07-26 18:00:00',21586,620.1343,599765,0,33487,31451,26466,23958,2766187,11.31419,8.973714,32.48035,24.98324,0.9040974,7.683851,0.08275677
'2016-07-26 19:00:00',21587,620.0275,599.7985,0,31451,29.1,28386,25068,2515656,9.315619,8.595985,30.4116,26.19563,0.1813194,6.987935,0.01819613
'2016-07-26 20:00:00',21588,620.0549,599.7222,0,29279,25224,38817,27806,2527.23,10.68737,8.670877,27.10491,32.90058,0.001180556,7.020084,0.003700175
'2016-07-26 21:00:00',21589,600.9097,599.8229,0,25216,23041,48111,37201,2532259,12.58685,9.390059,24.44109,41.61786,0.06479167,7.034051,0.007206936
'2016-07-26 22:00:00',21590,619.8718,599.6856,0,25294,24194,66.51,46175,2553417,17.76028,12.18721,24.69774,58.96835,0.1145139,7.092826,0.007996378
'2016-07-26 23:00:00',21591,619884,599.8718,0,24504,23862,73199,66316,2585413,18.93305,17.66472,24.23763,68.82931,0.01791667,7.181702,0.003928842
'2016-07-27 00:00:00',21592,600.9097,599.7375,0,24054,23141,79312,72676,2599762,19.46532,18.8294,23.61169,76.3958,0.04118056,7.221562,0.004272941
'2016-07-27 01:00:00',21593,600.8364,599826,0,23371,22.86,84582,79426,2622.5,20.45656,19.40239,23.15763,82.3568,0.0007638889,7.284723,0.003340345
'2016-07-27 02:00:00',21594,600873,599.8901,0,23191,22.75,88.34,84613,2640707,20.87224,20.36353,22.92982,86.70795,0,7.335296,0.003324009
'2016-07-27 03:00:00',21595,600.7784,599.9023,0,22.87,21436,90947,87938,2632599,20.8914,19.86891,22.24984,89.50322,0,7.312776,0.003280526
'2016-07-27 04:00:00',21596,600.9738,599.8687,0,21888,20954,93.09,90644,2635559,20.69921,19.75288,21.3419,92.2298,0.002361111,7.320996,0.003255917
'2016-07-27 05:00:00',21597,600.9341,600.5769,0,21164,19.92,95531,93.02,2637748,20.11282,19.07576,20.61738,94.30944,0,7.327079,0.003207651
'2016-07-27 06:00:00',21598,600931,599.7711,0,20262,19428,96684,94785,2640146,19.5244,18.79903,19.79355,95.83456,0,7.333739,0.003171513
'2016-07-27 07:00:00',21599,600.0702,599765,0,21456,19318,96922,94164,2816197,20.57223,18.7848,19.86085,96.29063,0,7.82277,0.006051235
'2016-07-27 08:00:00',21600,620.3113,599.7131,0,25255,21466,94316,74109,3487105,21.86758,20.27328,23.64823,86.75837,0.3268055,9.686404,0.01186459
'2016-07-27 09:00:00',21601,620.3113,599.7497,0,27227,25005,74758,59982,4139433,20.43374,18.38947,26.24009,65.4497,1.431666,11.49843,0.05684787
'2016-07-27 10:00:00',21602,620.3236,599.8718,0,29.88,26828,61995,50563,4743438,19.53199,17.99967,28.05752,57.01198,1.693889,13.17622,0.08247434
'2016-07-27 11:00:00',21603,620.3846,599.6978,0,30.74,28.31,57306,48886,4922099,19.67332,17.75107,29.32137,52.75439,1.565347,13.6725,0.08649602
'2016-07-27 12:00:00',21604,600.9493,599.7894,0,32348,28439,53.31,38603,5493463,19.13076,15.96652,30.78654,45.32272,1.749862,15.25962,0.1118314
'2016-07-27 13:00:00',21605,620.1099,599829,0,33136,30119,45355,36213,4808939,18.01515,15.82614,31.5991,40.47423,1.329722,13.35816,0.0963617
'2016-07-27 14:00:00',21606,620.0244,599.6917,0,33947,31.65,41476,33968,5145713,17.29341,15.2355,32.83497,37.06945,1.382013,14.29365,0.107347
'2016-07-27 15:00:00',21607,620.0397,599.7527,0,35093,32338,39076,30354,4828118,17.16006,14.74784,33.86054,33.59854,1.208611,13.41144,0.1016335
'2016-07-27 16:00:00',21608,620.1832,599.8138,0,35234,33546,34607,29917,4191665,16.34203,14.00459,34.21213,31.8767,1.230278,11.64351,0.1047011
'2016-07-27 17:00:00',21609,620.4701,599.8443,0,34576,33448,35136,28728,3464213,16.18311,13.64843,34.01687,30.75983,0.6704168,9.622813,0.06226683
'2016-07-27 18:00:00',21610,620.1313,599.7405,0,34115,31279,35685,30363,2740492,15.43032,13.49519,32.62902,32.43695,0.6036807,7.612478,0.05327863
'2016-07-27 19:00:00',21611,600.9585,599.9329,0,31439,27.99,42746,34179,2506687,14.56196,13.37917,29.57776,38.4345,0.007152778,6.963018,0.00411785
'2016-07-27 20:00:00',21612,600.9585,599.8565,0,27999,25525,50758,41683,2522295,14.78111,13672,26.79462,45.42488,0.0007638889,7.006376,0.003558185
'2016-07-27 21:00:00',21613,619.9634,599.7772,0,26247,23993,58004,49714,2535.23,17.14267,14.02038,24.99769,53.36981,0.3693056,7.042305,0.01940173
'2016-07-27 22:00:00',21614,620.3602,599.7497,0,26136,25316,63121,57513,2541879,17.9467,17.04801,25.58252,61.10145,0.6302778,7.060775,0.02509821
'2016-07-27 23:00:00',21615,620.0336,599.9329,0,25436,24034,72066,62968,2546014,18.88662,17.82659,24.64363,67.11195,0.08909722,7.072261,0.006220056
'2016-07-28 00:00:00',21616,620.3602,599826,0,24163,23472,78039,72074,2554858,19.75982,18.77317,23.80222,76.63519,0.07361112,7.096829,0.004937524
'2016-07-28 01:00:00',21617,600.3938,599.6856,0,23632,23232,85105,77.26,2573167,20.73883,19.37155,23.38491,81.6689,0.07263889,7.147687,0.004529119
'2016-07-28 02:00:00',21618,600.9585,599.7497,0,23672,23.03,86285,85.1,2592577,21.21478,20.47158,23.32059,85.7815,0.1295139,7.201603,0.00495815
'2016-07-28 03:00:00',21619,619.8627,599.7497,0,23562,23.07,89344,86058,2590921,21.3274,20.99227,23.27487,87.57649,0.06291667,7.197002,0.003991036
'2016-07-28 04:00:00',21620,619.9542,599.7344,0,23191,22.55,91.73,89117,2577536,21.54061,21.10144,22.95415,90.5134,0,7.159822,0.003240098
'2016-07-28 05:00:00',21621,600.0916,599.7497,0,22.57,21396,94328,91566,2550959,21.25601,20.45271,22.07669,92.88117,0,7.085998,0.00317206
'2016-07-28 06:00:00',21622,600.0702,599.8443,0,21425,20453,96484,94328,2554544,20.54521,19.84243,20.97258,95.47577,0,7.095955,0.003127424
'2016-07-28 07:00:00',21623,600.6655,599826,0,22448,20.02,97625,94,2765.79,21.45983,19.51942,20.69003,96.57553,0,7.682749,0.006017338
'2016-07-28 08:00:00',21624,620.2259,599.7711,0,26136,22499,94037,67.41,3459561,21.75321,19.50909,24.49057,81.0692,0.5683332,9.609893,0.01816303
'2016-07-28 09:00:00',21625,619.9451,599.8168,0,28.13,25776,69422,55708,4112999,19.99189,18.40509,26.82228,62.83722,1.551805,11425,0.0650906
'2016-07-28 10:00:00',21626,620.0336,599.6887,0,29478,27768,57031,49.25,4693765,18.88351,17.7254,28.6157,53.38345,2.336042,13.03823,0.1157721
'2016-07-28 11:00:00',21627,620.0427,599.7619,0,30.76,29201,50.78,45.3,5163367,18.60335,17.17967,29.9641,47.98158,2.267779,14.34269,0.129249
'2016-07-28 12:00:00',21628,620.0427,599.7619,0,32476,29.93,49098,39803,5440819,18.72818,16.80973,31.24716,44.0154,1.872152,15.11339,0.1215355
'2016-07-28 13:00:00',21629,620.0825,599.8565,0,33456,31201,44014,36269,5483.37,18.18553,16.04965,32.49273,39.7177,1.799513,15.23158,0.1285526
'2016-07-28 14:00:00',21630,620.0916,599.7497,0,34416,32568,40838,34076,5267341,18.00765,15.79572,33.48465,36.5289,1.619931,14.6315,0.1249682
'2016-07-28 15:00:00',21631,620.1313,599.8321,0,35244,32976,38539,31234,4826598,17.43635,15.43725,34.08944,34.14909,1.509305,13.40722,0.1219719
'2016-07-28 16:00:00',21632,620.0671,599.9451,0,35164,33687,35324,31001,4214146,16.76442,14.99758,34.33998,32.63478,1.551041,11.70596,0.1265986
'2016-07-28 17:00:00',21633,600989,599.9176,0,35203,33787,33612,29945,3481113,16.17069,14.18574,34.31758,31.34058,1.362292,9.669759,0.1136666
'2016-07-28 18:00:00',21634,600.9677,599.7344,0,34455,31798,36119,30632,2752432,15.60129,14.4004,33.2491,33.14881,0.7789584,7.645643,0.06612153
'2016-07-28 19:00:00',21635,600.9097,599.9207,0,31.79,29.5,40371,35599,2503952,15.08837,14.42869,30.81824,37.44084,0.08416666,6.955422,0.00948648
'2016-07-28 20:00:00',21636,619.9298,599.7497,0,29.51,28.6,57548,40226,2528691,19.42011,14.3714,29.02418,46.00883,0.9063195,7.024141,0.04821082
'2016-07-28 21:00:00',21637,620.0825,599765,0,28.6,26617,67.46,57.61,2535661,20.13686,19.41725,27.57463,62.53545,2.142222,7.043503,0.06051452
'2016-07-28 22:00:00',21638,600.8975,599.7344,0,26617,25486,74046,67457,2541082,20.59101,20.0924,25.9999,71.03996,1.774166,7.058562,0.0401287
'2016-07-28 23:00:00',21639,619.8749,599.7344,0,25496,24764,79.77,74104,2537538,21.08801,20.53995,25.10763,77.18985,1.384931,7.048717,0.02672416
'2016-07-29 00:00:00',21640,619.9084,599.7589,0,24764,24334,84058,79796,2545442,21.5393,21.02966,24.49597,82.28378,0.4244444,7.070673,0.009901329
'2016-07-29 01:00:00',21641,620403,599.8565,0,24353,23922,86992,84054,2545.53,21.69005,21.45408,24.10398,85.54508,0.3611805,7.070918,0.007827641
'2016-07-29 02:00:00',21642,620.3969,599.7772,0,23952,23692,88684,86955,2542683,21.83581,21.61973,23.81529,88.08269,0.189375,7.063008,0.005256084
'2016-07-29 03:00:00',21643,620348,599.7405,0,23822,23232,89806,88.22,2537951,21.77965,21.45579,23.57295,88.86806,0.1322222,7.049864,0.004542605
'2016-07-29 04:00:00',21644,620.3113,599.7344,0,23271,23.05,89882,88.77,2530665,21.53048,21.11292,23.13173,89.49892,0.01319444,7.029625,0.003323101
'2016-07-29 05:00:00',21645,600.9341,599765,0,23.06,22.47,90086,88328,2527887,21.12277,20.73045,22.77279,89.00727,0,7.021907,0.003183467
'2016-07-29 06:00:00',21646,600.8608,599.7772,0,22.52,21666,91621,89934,2530863,20.82594,20.15133,22.10354,90.67174,0,7.030175,0.003158037
'2016-07-29 07:00:00',21647,600812,599.8718,0,23201,21566,92796,87328,2725287,21.12693,20.20817,22.03158,91.49828,0,7.57024,0.006063674
'2016-07-29 08:00:00',21648,620.2869,599.7375,0,25878,23171,87281,71098,3420498,21.06839,20.15686,24.5612,78.77467,0.8262498,9.501382,0.02443481
'2016-07-29 09:00:00',21649,600.9646,599.7222,0,28.82,25807,71,59105,4073388,20.54712,18.95115,27.24896,64.11967,1.721042,11.31497,0.06893143
'2016-07-29 10:00:00',21650,600.9249,599.9329,0,28689,27298,61864,56806,3669222,19.81975,18.7076,27.9159,58.95512,1.854932,10.19228,0.08271717
'2016-07-29 11:00:00',21651,620.0671,599.8565,0,31138,27.72,58669,45806,3984244,19.40102,17.54213,29.23174,52.94905,1.63,11.06734,0.08697525
'2016-07-29 12:00:00',21652,620.3602,599.7497,0,31.99,29951,49.41,42328,4123731,19.00687,17.19895,30.74315,45.75262,1.783611,11.45481,0.1098801
'2016-07-29 13:00:00',21653,620.3907,599.7283,0,33835,30798,45513,37244,5101.67,18.4949,16.18276,32.07655,41.21925,2.462986,14.17131,0.1607679
'2016-07-29 14:00:00',21654,619.9207,599884,0,34076,31759,41068,35193,5075726,17.85412,15.84373,32.98139,37.84481,2.134097,14.09924,0.1526499
'2016-07-29 15:00:00',21655,620.0427,599.7619,0,35214,32927,37949,31.84,4915075,17.64309,15.70097,34.15446,34.68545,1.810486,13.65299,0.1415146
'2016-07-29 16:00:00',21656,619.9359,599.7894,0,34923,31.9,36.88,30657,3821854,16.59038,14.79956,33644,33.55476,1.727361,10.61626,0.1347657
'2016-07-29 17:00:00',21657,620.0916,599.7619,0,34287,32449,33082,29812,3454376,15.35105,13.49842,33.77072,31.44975,1.660695,9.595489,0.1336288
'2016-07-29 18:00:00',21658,620.0794,599.8657,0,33437,31768,32607,30027,2734204,14.09411,13.03622,32.60268,31.53318,1.323056,7.595011,0.1061221
'2016-07-29 19:00:00',21659,620.0977,599.7711,0,31778,29138,36068,31776,2501638,13.29393,12.45434,30.92481,32.96761,0.6154166,6.948994,0.04503836
'2016-07-29 20:00:00',21660,619942,599.7894,0,29.34,28.06,36.43,30991,2524492,12.59217,9.929457,28.75451,34.40401,0.07145834,7.012477,0.008680549
'2016-07-29 21:00:00',21661,619.8962,599765,0,28.93,27027,35931,29736,2523949,10.77701,9.477828,28.31655,32.18055,0.4826387,7.01097,0.0356047
'2016-07-29 22:00:00',21662,620.0061,599.7497,0,27018,24974,43361,35788,2525218,11.73339,10.57988,25.94407,39.54904,0,7.014494,0.003523809
'2016-07-29 23:00:00',21663,619.8627,599.7222,0,25036,24054,61807,43132,2550058,16.5092,11647,24.60154,47.49162,0.05256944,7.083496,0.006201229
'2016-07-30 00:00:00',21664,620.0305,599.9481,0,24324,23.43,74504,59349,2578642,18.71655,15.86249,23.81314,69.93385,0.08118055,7.162894,0.005695629
'2016-07-30 01:00:00',21665,600.9127,599.8504,0,23511,22338,80359,74352,2597835,19.24583,18.49421,23.06851,77.07906,0.01055556,7.216209,0.003547553
'2016-07-30 02:00:00',21666,600.7509,599.8412,0,22699,20863,86,79216,2600947,19.07003,18.32043,21.80273,82.53671,0,7.224854,0.003252384
'2016-07-30 03:00:00',21667,600.6074,600.2503,0,21174,20,87.68,85625,2616944,18.80511,17.84764,20.62669,86.37373,0,7.269289,0.003209888
'2016-07-30 04:00:00',21668,600.5311,600.1649,0,20121,19258,89441,87254,2628408,18.16292,17.40759,19.70268,88.56221,0,7.301133,0.003176035
'2016-07-30 05:00:00',21669,600.7265,600.3205,0,19839,18825,92554,89439,2633423,18.36806,17.4828,19.20829,91.40818,0,7.315065,0.003151249
'2016-07-30 06:00:00',21670,620406,599.8626,0,18906,18294,93766,92052,2640008,17.6528,17.16238,18.55839,92.87228,0,7.333354,0.003124501
'2016-07-30 07:00:00',21671,600.8853,599.9176,0,20743,18384,93392,85193,2850829,18.20915,17.15688,18.92485,90.97115,0,7.918971,0.006063985
'2016-07-30 08:00:00',21672,620.3267,599768,0,25346,20683,85056,63445,3558877,18.93461,17.68885,23.39924,73.9062,0.209375,9.88577,0.01326873
'2016-07-30 09:00:00',21673,620.3113,599.7619,0,27278,24915,65398,54025,4144737,18.6943,17.0216,26.44011,59.54893,1.064514,11.51316,0.05192268
'2016-07-30 10:00:00',21674,619.9725,599.7985,0,28.77,26777,56605,47604,4702619,17.77412,16.27926,27.6709,52.29658,1.868056,13.06283,0.09703835
'2016-07-30 11:00:00',21675,620.0825,599.7344,0,30.18,27.97,51302,44895,4893655,17.7342,16.31595,28.96884,47.99405,2.1525,13.59349,0.1210642
'2016-07-30 12:00:00',21676,620058,599826,0,31.42,28.85,48099,40671,5146762,17.76028,16.06055,30.19848,44.60453,2.164444,14.29656,0.1323946
'2016-07-30 13:00:00',21677,619.9603,599.7497,0,32539,29.83,44091,36951,5062776,17.28271,15.44362,31.31638,40.16042,2.310556,14.06327,0.1529231
'2016-07-30 14:00:00',21678,619.9329,599.7344,0,33865,31659,39.65,32689,5424063,16.67829,14.43713,32.77077,35.93417,2.202916,15.06684,0.1614002
'2016-07-30 15:00:00',21679,619.9207,599.9451,0,34765,32438,36677,30282,5012938,16.62519,14.34681,33.65253,33.02901,1.886667,13.92483,0.1490198
'2016-07-30 16:00:00',21680,620.0916,599.8871,0,34755,33248,33866,29.8,4230.42,16.06489,13.77174,33.92616,31.44768,1.607709,11.75117,0.1319035
'2016-07-30 17:00:00',21681,600.9951,599765,0,34216,33027,32107,28585,3424.67,14.60628,12.97456,33.62663,30.02332,1.444237,9.512974,0.1203607
'2016-07-30 18:00:00',21682,620.1069,599.7497,0,33597,31.34,31995,29257,2692912,13.68788,12.57257,32.65911,30.50444,0.9965973,7.480311,0.08396821
'2016-07-30 19:00:00',21683,620.0488,599.7009,0,31.43,29529,34706,31722,2398934,13.03609,11.94012,30.36834,33.6119,0.1536111,6.663704,0.01459812
'2016-07-30 20:00:00',21684,600986,599.7802,0,29609,26976,41037,33539,2412715,12.73186,11.56641,28.26455,36.28052,0.008333334,6.701985,0.004066623
'2016-07-30 21:00:00',21685,600.9463,599.9939,0,26949,24876,48154,39357,2444415,13.45829,11.71019,25.72276,43.68834,0.03472222,6.79004,0.00539472
'2016-07-30 22:00:00',21686,600931,599.6734,0,26038,23421,53554,46814,2485913,15.29374,12.4945,24.99,50.52253,0.4681943,6.905313,0.02441945
'2016-07-30 23:00:00',21687,600.8761,599.8046,0,25376,23171,62843,53523,2506124,16.41855,14.85078,24.55418,57.89338,0,6.961454,0.003348555
'2016-07-31 00:00:00',21688,600.9127,599.9817,0,23562,22589,68285,62601,2511584,16.92941,15.51643,23.04586,65.64411,0,6.976623,0.003264314
'2016-07-31 01:00:00',21689,600.5677,599.9817,0,23542,22.47,71.82,66104,2512542,18.03518,15.85292,23.31325,69.09668,0,6.979285,0.003260965
'2016-07-31 02:00:00',21690,600467,599.9786,0,23441,22.81,76876,71082,2525381,19.1693,17.65023,23.12858,73.76374,0,7.014948,0.003249936
'2016-07-31 03:00:00',21691,600525,600.1649,0,23511,22.78,80412,75605,2536392,19.66998,18.57065,23.00071,77.69263,0,7.045534,0.003242494
'2016-07-31 04:00:00',21692,600.5403,600.1618,0,23271,22.48,81012,77367,2544.93,19.84328,18.41613,22.79712,79.29933,0,7.069251,0.003238746
'2016-07-31 05:00:00',21693,600.5067,600.2534,0,22.83,22409,80.09,77636,2545249,18.91159,18.49677,22.65199,78.39039,0,7.070136,0.003237249
'2016-07-31 06:00:00',21694,600.5677,600171,0,22619,21726,86574,80068,2542753,19.74126,18.80988,22.10978,84.90036,0,7.063202,0.003191206
'2016-07-31 07:00:00',21695,600.9005,599.9451,0,24915,22097,85859,69.09,2771997,20.10018,18.75533,23.13816,81.1011,0.3459722,7.699991,0.01253233
